X Y Z MaximumInscribedSphereRadius EdgeArray0 EdgeArray1 EdgePCoordArray
-2.1389029026 -154.011489868 189.926956177 0.283987980272 279433.0 279433.0 0.0
-2.13895773888 -154.011367798 189.926879883 0.284093099774 279435.0 279433.0 0.988
-2.14346885681 -154.000778198 189.92074585 0.292747938798 279435.0 279435.0 0.0
-2.15725159645 -153.96661377 189.901855469 0.321544858745 8972.0 8972.0 0.0
-2.15862250328 -153.958450317 189.896652222 0.327996960048 406053.0 387169.0 0.084
-2.16689324379 -153.952270508 189.878417969 0.329274965165 346062.0 346062.0 0.0
-2.19431591034 -153.940826416 189.821624756 0.333893448578 295122.0 295122.0 0.0
-2.19432067871 -153.940826416 189.821609497 0.333894134771 295114.0 295122.0 0.996
-2.19551134109 -153.940628052 189.819290161 0.334064996854 295114.0 295114.0 0.0
-2.23095750809 -153.929199219 189.772125244 0.333912650664 295119.0 295119.0 0.0
-2.28218436241 -153.912063599 189.709442139 0.334753344937 172054.0 172054.0 0.0
-2.3263258934 -153.89781189 189.651306152 0.335110689361 17584.0 17584.0 0.0
-2.32912731171 -153.896469116 189.648193359 0.335043315016 18508.0 282414.0 0.952
-2.37075924873 -153.882293701 189.599243164 0.334471663303 384892.0 384892.0 0.0
-2.38226723671 -153.879959106 189.583297729 0.334573243932 282413.0 282413.0 0.0
-2.41277384758 -153.868606567 189.547454834 0.333899080384 89464.0 89464.0 0.0
-2.43637752533 -153.863616943 189.517288208 0.33404113315 172254.0 172254.0 0.0
-2.45681452751 -153.855575562 189.492034912 0.333875616333 448204.0 448203.0 0.776
-2.46302890778 -153.852676392 189.484420776 0.334002208771 448202.0 448204.0 0.28
-2.49725723267 -153.843002319 189.44128418 0.334126774427 384906.0 384907.0 0.172
-2.50768351555 -153.838531494 189.429077148 0.334249485253 213786.0 274174.0 0.876
-2.53212809563 -153.832778931 189.400604248 0.334169031129 162288.0 173900.0 0.68
-2.54398107529 -153.830200195 189.38760376 0.334093433678 173900.0 173900.0 0.0
-2.56025195122 -153.82333374 189.368499756 0.334100145055 213793.0 213793.0 0.0
-2.59966564178 -153.810501099 189.315322876 0.334959780613 228344.0 159491.0 0.952
-2.60019850731 -153.810302734 189.314712524 0.334985762134 281183.0 159491.0 0.568
-2.60518503189 -153.809280396 189.30871582 0.334683359786 228338.0 384391.0 0.736
-2.63221287727 -153.801696777 189.278488159 0.333685040505 384389.0 384389.0 0.0
-2.64850521088 -153.796051025 189.260162354 0.334555281617 281182.0 281182.0 0.0
-2.65240335464 -153.794067383 189.2552948 0.334578835876 342035.0 342035.0 0.0
-2.69170546532 -153.781158447 189.206298828 0.334909549718 136851.0 136851.0 0.0
-2.6921248436 -153.781097412 189.205764771 0.334912983772 159406.0 136851.0 0.94
-2.69869446754 -153.78012085 189.197296143 0.334966783953 159406.0 159406.0 0.0
-2.69885134697 -153.780075073 189.197113037 0.33496697137 198379.0 159406.0 0.996
-2.73791480064 -153.767623901 189.150115967 0.335013638132 198379.0 198379.0 0.0
-2.73793935776 -153.767608643 189.150085449 0.335013215999 219780.0 198379.0 0.964
-2.73859930038 -153.767288208 189.149353027 0.335001912212 219780.0 219780.0 0.0
-2.78929162025 -153.751480103 189.087280273 0.334853716679 450591.0 450591.0 0.0
-2.79025602341 -153.751022339 189.086151123 0.334871211922 404680.0 404680.0 0.0
-2.83162426949 -153.735702515 189.026184082 0.335380875739 159619.0 159619.0 0.0
-2.83163094521 -153.735702515 189.026168823 0.335381063373 313050.0 159619.0 0.992
-2.832457304 -153.735580444 189.025039673 0.335404329903 313050.0 313050.0 0.0
-2.83283782005 -153.735458374 189.024536133 0.335393499902 313046.0 313050.0 0.984
-2.85623884201 -153.727935791 188.99331665 0.334727454801 313046.0 313046.0 0.0
-2.86400961876 -153.724243164 188.983459473 0.334279595157 273130.0 273133.0 0.008
-2.91586685181 -153.710647583 188.926177979 0.334949000635 222038.0 222038.0 0.0
-2.92099714279 -153.708145142 188.919845581 0.334909293566 269500.0 369126.0 0.172
-2.96242785454 -153.695404053 188.870742798 0.335475907675 172067.0 172067.0 0.0
-2.96468997002 -153.695037842 188.867584229 0.335443597327 403779.0 403779.0 0.0
-3.01119279861 -153.682418823 188.817764282 0.334670098498 404559.0 403781.0 0.988
-3.01150941849 -153.682281494 188.81741333 0.33466064957 27323.0 403781.0 0.972
-3.04386711121 -153.672195435 188.778549194 0.333436470459 458517.0 458517.0 0.0
-3.055123806 -153.668670654 188.763916016 0.334464898502 458516.0 172107.0 0.096
-3.06037902832 -153.666061401 188.757263184 0.334325613601 172107.0 205344.0 0.872
-3.06503391266 -153.664474487 188.751144409 0.334325053181 101107.0 205344.0 0.892
-3.10703873634 -153.651184082 188.697418213 0.335038167324 159275.0 159275.0 0.0
